signal_date,entry_date,exit_date,entry,exit,hold_days,exit_reason,raw_ret%,net_ret%,mfe%,mae%,rule_id,code,score,name,industry
2025-12-31,2026-01-05,2026-02-26,13.4608,16.826,33,止盈,25.0,24.85,26.187,-0.613,fixed_sl10_tp25_h40,603070,16.613,万控智造,配电设备
2025-12-31,2026-01-05,2026-01-26,26.4184,33.023,16,止盈,25.0,24.85,30.627,-5.343,fixed_sl10_tp25_h40,603619,16.831,中曼石油,油田服务
2025-12-31,2026-01-05,2026-03-09,133.4519,136.6647,40,到期,2.407,2.257,12.16,-6.852,fixed_sl10_tp25_h40,002085,19.281,万丰奥威,轮胎轮毂
2025-12-31,2026-01-05,2026-03-09,38.151,43.3765,40,到期,13.697,13.547,20.121,-0.848,fixed_sl10_tp25_h40,600328,14.99,中盐化工,无机盐
2025-12-31,2026-01-05,2026-03-09,117.9136,119.168,40,到期,1.064,0.914,9.762,-3.755,fixed_sl10_tp25_h40,002401,15.919,中远海科,IT服务Ⅲ
2026-01-05,2026-01-06,2026-02-26,215.8291,269.7864,32,止盈,25.0,24.85,25.778,-1.333,fixed_sl10_tp25_h40,002312,19.649,川发龙蟒,磷肥及磷化工
2026-01-05,2026-01-06,2026-03-10,12.5395,14.5207,40,到期,15.8,15.65,21.869,-0.193,fixed_sl10_tp25_h40,603299,20.65,苏盐井神,无机盐
2026-01-05,2026-01-06,2026-01-26,19.7768,24.7211,15,止盈,25.0,24.85,32.794,-0.231,fixed_sl10_tp25_h40,601678,15.583,滨化股份,氯碱
2026-01-05,2026-01-06,2026-01-26,13.3592,16.699,15,止盈,25.0,24.85,25.409,0.0,fixed_sl10_tp25_h40,000968,18.987,蓝焰控股,油气开采Ⅲ
2026-01-05,2026-01-06,2026-03-10,629.4394,667.2342,40,到期,6.005,5.855,16.749,-9.571,fixed_sl10_tp25_h40,001696,17.361,宗申动力,其他通用设备
2026-01-05,2026-01-06,2026-02-06,128.3917,115.5525,24,止损,-10.0,-10.15,7.723,-10.954,fixed_sl10_tp25_h40,000034,18.742,神州数码,IT服务Ⅲ
2026-01-05,2026-01-06,2026-01-28,40.6889,50.8612,17,止盈,25.0,24.85,25.153,-0.263,fixed_sl10_tp25_h40,000815,15.078,美利云,IT服务Ⅲ
2026-01-05,2026-01-06,2026-03-10,204.1165,194.7939,40,到期,-4.567,-4.717,6.571,-8.974,fixed_sl10_tp25_h40,000062,16.656,深圳华强,其他电子Ⅲ
2026-01-05,2026-01-06,2026-03-10,54.4524,52.7756,40,到期,-3.079,-3.229,9.101,-5.637,fixed_sl10_tp25_h40,603658,13.608,安图生物,体外诊断
2026-01-05,2026-01-06,2026-02-10,48.5728,60.7161,26,止盈,25.0,24.85,26.804,-0.309,fixed_sl10_tp25_h40,002079,15.277,苏州固锝,光伏辅材
2026-01-05,2026-01-06,2026-01-30,65332.2753,58799.0478,19,止损,-10.0,-10.15,12.683,-11.301,fixed_sl10_tp25_h40,600601,13.883,方正科技,印制电路板
2026-01-05,2026-01-06,2026-03-10,144.9355,143.696,40,到期,-0.855,-1.005,11.596,-4.044,fixed_sl10_tp25_h40,603605,19.036,珀莱雅,品牌化妆品
2026-01-05,2026-01-06,2026-01-23,41.4689,51.8361,14,止盈,25.0,24.85,26.762,-1.047,fixed_sl10_tp25_h40,601020,21.326,华钰矿业,铅锌
2026-01-05,2026-01-06,2026-03-03,77.7874,70.0086,35,止损,-10.0,-10.15,8.602,-11.559,fixed_sl10_tp25_h40,603456,20.306,九洲药业,医疗研发外包
2026-01-06,2026-01-07,2026-02-27,77.4214,96.7768,32,止盈,25.0,24.85,25.732,-0.439,fixed_sl10_tp25_h40,603393,16.08,新天然气,燃气Ⅲ
2026-01-06,2026-01-07,2026-03-11,72.5927,72.6603,40,到期,0.093,-0.057,10.718,-5.685,fixed_sl10_tp25_h40,603033,15.742,三维股份,其他橡胶制品
2026-01-06,2026-01-07,2026-03-11,34.2929,37.7083,40,到期,9.959,9.809,15.447,-7.52,fixed_sl10_tp25_h40,000723,21.759,美锦能源,焦炭Ⅲ
2026-01-06,2026-01-07,2026-01-26,23.0581,28.8226,14,止盈,25.0,24.85,25.205,-1.97,fixed_sl10_tp25_h40,600026,17.065,中远海能,航运
2026-01-06,2026-01-07,2026-03-11,19.2329,20.5969,40,到期,7.092,6.942,9.693,-1.655,fixed_sl10_tp25_h40,603227,17.563,雪峰科技,民爆制品
2026-01-06,2026-01-07,2026-03-06,16.0809,14.4728,37,止损,-10.0,-10.15,5.981,-10.081,fixed_sl10_tp25_h40,603170,14.821,宝立食品,调味发酵品Ⅲ
2026-01-06,2026-01-07,2026-03-11,4.6315,4.9139,40,到期,6.098,5.948,11.585,-2.439,fixed_sl10_tp25_h40,601880,14.566,辽港股份,港口
2026-01-06,2026-01-07,2026-01-22,65.3085,81.6356,12,止盈,25.0,24.85,28.607,-4.809,fixed_sl10_tp25_h40,002165,19.009,红 宝 丽,聚氨酯
2026-01-06,2026-01-07,2026-01-15,26.5712,33.214,7,止盈,25.0,24.85,27.032,-1.325,fixed_sl10_tp25_h40,000409,17.434,云鼎科技,IT服务Ⅲ
2026-01-06,2026-01-07,2026-03-03,39.4154,35.4739,34,止损,-10.0,-10.15,6.865,-12.0,fixed_sl10_tp25_h40,603068,14.6,博通集成,模拟芯片设计
2026-01-06,2026-01-07,2026-03-11,145.4372,156.1734,40,到期,7.382,7.232,16.304,-4.62,fixed_sl10_tp25_h40,603290,19.886,斯达半导,分立器件
2026-01-06,2026-01-07,2026-02-11,7.7273,9.6591,26,止盈,25.0,24.85,25.414,-4.42,fixed_sl10_tp25_h40,002470,19.424,金正大,复合肥
2026-01-06,2026-01-07,2026-01-27,94.202,84.7818,15,止损,-10.0,-10.15,5.127,-10.928,fixed_sl10_tp25_h40,600592,13.069,龙溪股份,金属制品
2026-01-06,2026-01-07,2026-03-11,21.3164,22.1155,40,到期,3.749,3.599,5.501,-2.483,fixed_sl10_tp25_h40,605011,16.296,杭州热电,热力服务
2026-01-06,2026-01-07,2026-03-03,9.8447,12.3059,34,止盈,25.0,24.85,36.449,-2.103,fixed_sl10_tp25_h40,000912,18.015,泸天化,氮肥
2026-01-06,2026-01-07,2026-03-03,93.4778,84.13,34,止损,-10.0,-10.15,8.932,-10.374,fixed_sl10_tp25_h40,600171,17.831,上海贝岭,模拟芯片设计
2026-01-06,2026-01-07,2026-03-11,39.8569,38.6317,40,到期,-3.074,-3.224,4.285,-7.219,fixed_sl10_tp25_h40,001308,11.851,康冠科技,面板
2026-01-06,2026-01-07,2026-03-11,41.9336,50.1122,40,到期,19.504,19.354,23.747,-8.313,fixed_sl10_tp25_h40,605286,18.626,同力天启,楼宇设备
2026-01-06,2026-01-07,2026-03-11,28.5754,30.4936,40,到期,6.713,6.563,9.028,-0.926,fixed_sl10_tp25_h40,600425,18.792,青松建化,水泥制造
2026-01-06,2026-01-07,2026-01-15,235.4663,294.3329,7,止盈,25.0,24.85,27.019,-1.786,fixed_sl10_tp25_h40,002410,18.08,广联达,垂直应用软件
2026-01-06,2026-01-07,2026-03-11,46.9788,46.2879,40,到期,-1.471,-1.621,9.902,-5.686,fixed_sl10_tp25_h40,000795,19.77,英洛华,磁性材料
2026-01-06,2026-01-07,2026-01-13,109.742,137.1775,5,止盈,25.0,24.85,28.018,-0.304,fixed_sl10_tp25_h40,600633,11.619,浙数文化,游戏Ⅲ
2026-01-06,2026-01-07,2026-03-11,50.6666,55.6776,40,到期,9.89,9.74,19.414,-1.832,fixed_sl10_tp25_h40,600170,15.077,上海建工,房屋建设Ⅲ
2026-01-07,2026-01-08,2026-03-12,70.6052,66.6827,40,到期,-5.556,-5.706,4.101,-8.896,fixed_sl10_tp25_h40,603529,15.717,爱玛科技,其他运输设备
2026-01-07,2026-01-08,2026-03-12,78.9397,78.9397,40,到期,0.0,-0.15,7.053,-8.406,fixed_sl10_tp25_h40,002559,14.117,亚威股份,机床工具
2026-01-07,2026-01-08,2026-02-13,73.2704,91.588,27,止盈,25.0,24.85,27.76,-0.487,fixed_sl10_tp25_h40,002467,14.37,二六三,通信应用增值服务
2026-01-07,2026-01-08,2026-03-12,36.4954,44.4253,40,到期,21.728,21.578,24.198,-2.963,fixed_sl10_tp25_h40,600500,16.14,中化国际,其他化学制品
2026-01-07,2026-01-08,2026-03-12,24.5442,22.4072,40,到期,-8.707,-8.857,9.828,-9.784,fixed_sl10_tp25_h40,002189,14.594,中光学,军工电子Ⅲ
2026-01-07,2026-01-08,2026-03-12,52.7909,57.807,40,到期,9.502,9.352,16.974,-7.011,fixed_sl10_tp25_h40,603010,24.542,万盛股份,其他化学制品
2026-01-07,2026-01-08,2026-03-02,32.6177,40.7721,32,止盈,25.0,24.85,25.51,-4.898,fixed_sl10_tp25_h40,600395,21.068,盘江股份,焦煤
2026-01-07,2026-01-08,2026-03-04,86.9017,78.2115,34,止损,-10.0,-10.15,4.3,-10.811,fixed_sl10_tp25_h40,002550,19.296,千红制药,化学制剂
2026-01-07,2026-01-08,2026-01-26,581.0956,726.3695,13,止盈,25.0,24.85,25.384,-2.158,fixed_sl10_tp25_h40,002130,14.448,沃尔核材,其他电子Ⅲ
2026-01-07,2026-01-08,2026-03-12,100.7605,103.9514,40,到期,3.167,3.017,20.339,-3.635,fixed_sl10_tp25_h40,002881,13.379,美格智能,通信终端及配件
2026-01-07,2026-01-08,2026-03-12,7.99,7.9349,40,到期,-0.69,-0.84,5.517,-5.172,fixed_sl10_tp25_h40,600117,17.288,西宁特钢,特钢Ⅲ
2026-01-07,2026-01-08,2026-03-12,79.4673,96.0905,40,到期,20.918,20.768,23.98,-7.993,fixed_sl10_tp25_h40,600516,20.479,方大炭素,冶钢辅料
2026-01-07,2026-01-08,2026-01-23,10.951,13.6887,12,止盈,25.0,24.85,25.074,-0.59,fixed_sl10_tp25_h40,601608,19.458,中信重工,能源及重型设备
2026-01-07,2026-01-08,2026-03-12,56.8234,58.0711,40,到期,2.196,2.046,17.479,-4.919,fixed_sl10_tp25_h40,605277,10.655,新亚电子,消费电子零部件及组装
2026-01-07,2026-01-08,2026-03-06,91.5375,114.4219,36,止盈,25.0,24.85,31.648,-0.359,fixed_sl10_tp25_h40,600131,18.557,国网信通,IT服务Ⅲ
2026-01-07,2026-01-08,2026-01-13,127.6311,159.5389,4,止盈,25.0,24.85,28.405,-0.623,fixed_sl10_tp25_h40,600640,19.188,国脉文化,营销代理
2026-01-07,2026-01-08,2026-03-12,54.1152,64.4959,40,到期,19.183,19.033,19.183,-0.417,fixed_sl10_tp25_h40,000722,18.567,湖南发展,水力发电
2026-01-07,2026-01-08,2026-01-30,22.937,28.6713,17,止盈,25.0,24.85,26.465,-2.274,fixed_sl10_tp25_h40,601155,11.842,新城控股,商业地产
2026-01-08,2026-01-09,2026-03-13,73.8583,80.4745,40,到期,8.958,8.808,11.7,-2.925,fixed_sl10_tp25_h40,000937,19.887,冀中能源,焦煤
2026-01-08,2026-01-09,2026-03-13,328.1631,310.9118,40,到期,-5.257,-5.407,3.839,-9.037,fixed_sl10_tp25_h40,600161,16.854,天坛生物,血液制品
2026-01-08,2026-01-09,2026-03-12,94.8672,118.584,39,止盈,25.0,24.85,28.515,-0.492,fixed_sl10_tp25_h40,600873,16.767,梅花生物,食品及饲料添加剂
2026-01-08,2026-01-09,2026-03-13,142.7809,133.7539,40,到期,-6.322,-6.472,4.472,-8.867,fixed_sl10_tp25_h40,600422,14.257,昆药集团,中药Ⅲ
2026-01-08,2026-01-09,2026-03-13,17.1778,18.2411,40,到期,6.19,6.04,9.284,-1.354,fixed_sl10_tp25_h40,600168,21.494,武汉控股,水务及水治理
2026-01-08,2026-01-09,2026-01-27,75.4137,94.2671,13,止盈,25.0,24.85,28.319,-1.475,fixed_sl10_tp25_h40,000631,19.332,顺发恒能,其他能源发电
2026-01-08,2026-01-09,2026-01-15,216.5866,194.9279,5,止损,-10.0,-10.15,0.99,-10.241,fixed_sl10_tp25_h40,603360,15.203,百傲化学,农药
2026-01-08,2026-01-09,2026-03-13,106.6436,102.8885,40,到期,-3.521,-3.671,4.93,-5.634,fixed_sl10_tp25_h40,000402,17.166,金 融 街,商业地产
2026-01-08,2026-01-09,2026-03-13,61.6114,59.6611,40,到期,-3.165,-3.315,7.914,-5.755,fixed_sl10_tp25_h40,000158,22.539,常山北明,IT服务Ⅲ
2026-01-08,2026-01-09,2026-03-13,144.9404,138.0054,40,到期,-4.785,-4.935,14.115,-7.476,fixed_sl10_tp25_h40,000819,22.758,岳阳兴长,其他石化
2026-01-08,2026-01-09,2026-03-10,13.0326,16.2907,37,止盈,25.0,24.85,30.196,-4.51,fixed_sl10_tp25_h40,601789,17.954,宁波建工,房屋建设Ⅲ
2026-01-08,2026-01-09,2026-03-13,28.1195,29.0598,40,到期,3.344,3.194,7.803,-6.688,fixed_sl10_tp25_h40,002302,16.721,西部建设,水泥制品
2026-01-08,2026-01-09,2026-03-03,71.3148,64.1833,32,止损,-10.0,-10.15,5.961,-10.432,fixed_sl10_tp25_h40,002681,16.76,奋达科技,消费电子零部件及组装
2026-01-08,2026-01-09,2026-03-13,79.5267,94.1523,40,到期,18.391,18.241,23.153,-3.448,fixed_sl10_tp25_h40,600123,20.296,兰花科创,焦煤
2026-01-09,2026-01-12,2026-03-16,16.3049,17.9043,40,到期,9.809,9.659,18.256,-0.545,fixed_sl10_tp25_h40,002060,14.616,广东建工,基建市政工程
2026-01-09,2026-01-12,2026-03-16,41.4962,39.687,40,到期,-4.36,-4.51,23.868,-7.658,fixed_sl10_tp25_h40,603155,16.217,新亚强,有机硅
2026-01-09,2026-01-12,2026-03-09,7.5258,9.4073,35,止盈,25.0,24.85,27.001,-0.814,fixed_sl10_tp25_h40,001258,18.494,立新能源,风力发电
2026-01-09,2026-01-12,2026-02-27,25.4712,31.839,29,止盈,25.0,24.85,28.065,-1.613,fixed_sl10_tp25_h40,600744,19.118,华银电力,火力发电
2026-01-09,2026-01-12,2026-01-29,37.2338,46.5422,14,止盈,25.0,24.85,26.991,-2.853,fixed_sl10_tp25_h40,002785,14.047,万里石,其他建材Ⅲ
2026-01-09,2026-01-12,2026-01-28,103.4675,93.1208,13,止损,-10.0,-10.15,1.324,-10.62,fixed_sl10_tp25_h40,603369,18.155,今世缘,白酒Ⅲ
2026-01-09,2026-01-12,2026-03-16,50.1994,47.3752,40,到期,-5.626,-5.776,10.259,-7.336,fixed_sl10_tp25_h40,000025,19.115,特  力Ａ,综合Ⅲ
2026-01-09,2026-01-12,2026-03-16,56.7222,59.9671,40,到期,5.721,5.571,17.391,-5.95,fixed_sl10_tp25_h40,600509,11.901,天富能源,火力发电
2026-01-09,2026-01-12,2026-03-16,38.5827,40.2602,40,到期,4.348,4.198,17.614,-6.02,fixed_sl10_tp25_h40,603336,21.381,宏辉果蔬,其他种植业
2026-01-09,2026-01-12,2026-03-16,196.6657,198.7804,40,到期,1.075,0.925,8.961,-3.584,fixed_sl10_tp25_h40,600675,19.116,中华企业,住宅开发
2026-01-09,2026-01-12,2026-03-16,47.3851,48.6608,40,到期,2.692,2.542,6.41,-5.321,fixed_sl10_tp25_h40,000913,16.706,钱江摩托,摩托车
2026-01-09,2026-01-12,2026-03-16,24.33,25.7706,40,到期,5.921,5.771,20.263,-0.526,fixed_sl10_tp25_h40,002267,18.214,陕天然气,燃气Ⅲ
2026-01-09,2026-01-12,2026-03-16,23.5931,22.5118,40,到期,-4.583,-4.733,2.917,-9.583,fixed_sl10_tp25_h40,000718,20.527,苏宁环球,住宅开发
2026-01-09,2026-01-12,2026-03-11,164.3743,147.9369,37,止损,-10.0,-10.15,6.886,-10.889,fixed_sl10_tp25_h40,000712,17.128,锦龙股份,证券Ⅲ
2026-01-09,2026-01-12,2026-03-13,88.1824,110.2281,39,止盈,25.0,24.85,25.077,-3.096,fixed_sl10_tp25_h40,600971,19.799,恒源煤电,焦煤
2026-01-09,2026-01-12,2026-03-16,22.3646,22.2293,40,到期,-0.605,-0.755,7.11,-3.177,fixed_sl10_tp25_h40,600073,12.43,光明肉业,肉制品
2026-01-09,2026-01-12,2026-03-16,6.5219,6.6861,40,到期,2.518,2.368,15.647,-0.18,fixed_sl10_tp25_h40,600917,17.971,重庆燃气,燃气Ⅲ
2026-01-09,2026-01-12,2026-03-16,18.6676,20.0969,40,到期,7.657,7.507,14.617,-6.497,fixed_sl10_tp25_h40,601515,22.313,衢州东峰,纸包装
2026-01-09,2026-01-12,2026-02-02,160.7269,144.6542,16,止损,-10.0,-10.15,15.593,-10.473,fixed_sl10_tp25_h40,600246,13.283,万通发展,住宅开发
2026-01-09,2026-01-12,2026-03-16,37.3794,39.1724,40,到期,4.797,4.647,6.048,-3.545,fixed_sl10_tp25_h40,603707,15.222,健友股份,化学制剂
2026-01-09,2026-01-12,2026-03-16,43.3399,45.5512,40,到期,5.102,4.952,11.735,-2.041,fixed_sl10_tp25_h40,600308,18.759,华泰股份,大宗用纸
2026-01-09,2026-01-12,2026-03-16,75.7708,72.0436,40,到期,-4.919,-5.069,13.248,-8.999,fixed_sl10_tp25_h40,002603,21.247,以岭药业,中药Ⅲ
2026-01-09,2026-01-12,2026-01-29,154.1244,138.712,14,止损,-10.0,-10.15,3.971,-10.049,fixed_sl10_tp25_h40,002093,16.619,国脉科技,学历教育
2026-01-09,2026-01-12,2026-01-28,37.2367,33.5131,13,止损,-10.0,-10.15,2.424,-10.444,fixed_sl10_tp25_h40,603983,13.87,丸美生物,品牌化妆品
2026-01-12,2026-01-13,2026-03-17,66.5496,71.55,40,到期,7.514,7.364,14.737,-6.256,fixed_sl10_tp25_h40,603489,14.953,八方股份,电机Ⅲ
2026-01-12,2026-01-13,2026-03-17,10.986,10.5892,40,到期,-3.612,-3.762,8.126,-6.998,fixed_sl10_tp25_h40,002110,14.252,三钢闽光,长材
2026-01-12,2026-01-13,2026-03-16,66.4912,59.8421,39,止损,-10.0,-10.15,8.858,-12.401,fixed_sl10_tp25_h40,603217,13.252,元利科技,其他化学制品
2026-01-12,2026-01-13,2026-03-17,18.1113,17.5346,40,到期,-3.184,-3.334,1.285,-3.575,fixed_sl10_tp25_h40,601059,17.883,信达证券,证券Ⅲ
2026-01-12,2026-01-13,2026-03-17,136.7504,130.0908,40,到期,-4.87,-5.02,2.535,-8.606,fixed_sl10_tp25_h40,600557,14.816,康缘药业,中药Ⅲ
2026-01-12,2026-01-13,2026-03-17,34.471,32.7796,40,到期,-4.907,-5.057,6.832,-6.77,fixed_sl10_tp25_h40,000756,17.643,新华制药,化学制剂
2026-01-12,2026-01-13,2026-03-17,12.1607,12.0946,40,到期,-0.544,-0.694,3.673,-3.129,fixed_sl10_tp25_h40,603609,14.159,禾丰股份,畜禽饲料
2026-01-12,2026-01-13,2026-03-17,51.4505,51.2246,40,到期,-0.439,-0.589,4.94,-7.903,fixed_sl10_tp25_h40,000989,19.783,九芝堂,中药Ⅲ
2026-01-13,2026-01-14,2026-03-18,14.7547,15.0939,40,到期,2.299,2.149,7.471,-4.023,fixed_sl10_tp25_h40,002482,21.922,广田集团,装修装饰Ⅲ
2026-01-13,2026-01-14,2026-03-18,44.2727,51.5724,40,到期,16.488,16.338,19.914,-1.57,fixed_sl10_tp25_h40,000823,17.745,超声电子,印制电路板
2026-01-13,2026-01-14,2026-03-04,60.5799,54.5219,30,止损,-10.0,-10.15,2.308,-11.911,fixed_sl10_tp25_h40,002242,17.497,九阳股份,厨房小家电
2026-01-13,2026-01-14,2026-03-18,151.2243,165.3152,40,到期,9.318,9.168,15.025,-2.363,fixed_sl10_tp25_h40,603939,17.141,益丰药房,线下药店
2026-01-13,2026-01-14,2026-01-23,128.0846,160.1058,8,止盈,25.0,24.85,30.187,-2.075,fixed_sl10_tp25_h40,002859,16.822,洁美科技,其他电子Ⅲ
2026-01-14,2026-01-15,2026-03-19,124.555,114.3376,40,到期,-8.203,-8.353,12.109,-8.594,fixed_sl10_tp25_h40,000069,17.206,华侨城Ａ,商业地产
2026-01-14,2026-01-15,2026-02-10,42.4993,53.1241,19,止盈,25.0,24.85,32.131,-9.836,fixed_sl10_tp25_h40,000070,21.957,特发信息,通信线缆及配套
2026-01-14,2026-01-15,2026-03-19,152.9,148.8112,40,到期,-2.674,-2.824,2.041,-6.404,fixed_sl10_tp25_h40,000403,18.5,派林生物,血液制品
2026-01-14,2026-01-15,2026-02-25,171.9847,154.7863,24,止损,-10.0,-10.15,3.985,-10.134,fixed_sl10_tp25_h40,002847,13.295,盐津铺子,零食
2026-01-14,2026-01-15,2026-03-19,62.3421,64.3819,40,到期,3.272,3.122,5.794,-7.476,fixed_sl10_tp25_h40,002959,17.959,小熊电器,厨房小家电
2026-01-14,2026-01-15,2026-01-30,22.8642,20.5778,12,止损,-10.0,-10.15,1.034,-10.783,fixed_sl10_tp25_h40,600203,20.178,福日电子,消费电子零部件及组装
2026-01-14,2026-01-15,2026-03-19,20.2584,19.4446,40,到期,-4.017,-4.167,0.43,-6.887,fixed_sl10_tp25_h40,600155,16.322,华创云信,证券Ⅲ
2026-01-15,2026-01-16,2026-02-10,17.9132,22.3915,18,止盈,25.0,24.85,26.695,-3.299,fixed_sl10_tp25_h40,600977,20.311,中国电影,影视动漫制作
2026-01-15,2026-01-16,2026-03-20,11.6245,13.03,40,到期,12.091,11.941,23.055,-2.579,fixed_sl10_tp25_h40,601918,15.639,新集能源,动力煤
2026-01-16,2026-01-19,2026-02-06,42.2075,52.7594,15,止盈,25.0,24.85,29.602,-0.26,fixed_sl10_tp25_h40,605060,15.325,联德股份,其他通用设备
2026-01-16,2026-01-19,2026-03-20,22.878,20.5902,39,止损,-10.0,-10.15,17.108,-12.048,fixed_sl10_tp25_h40,002356,17.356,鹏飞绿能,多业态零售
2026-01-19,2026-01-20,2026-01-30,58.1882,72.7353,9,止盈,25.0,24.85,27.25,-1.0,fixed_sl10_tp25_h40,600740,18.574,山西焦化,焦炭Ⅲ
2026-01-19,2026-01-20,2026-03-12,7.7013,9.6266,32,止盈,25.0,24.85,30.603,-0.927,fixed_sl10_tp25_h40,603113,11.558,金能科技,其他化学原料
2026-01-19,2026-01-20,2026-03-04,70.4247,63.3823,26,止损,-10.0,-10.15,1.92,-11.2,fixed_sl10_tp25_h40,002515,19.744,金字火腿,肉制品
2026-01-19,2026-01-20,2026-03-03,27.7176,24.9458,25,止损,-10.0,-10.15,2.021,-10.695,fixed_sl10_tp25_h40,605108,21.711,同庆楼,餐饮
2026-01-20,2026-01-21,2026-03-10,9.1307,11.4134,29,止盈,25.0,24.85,26.877,-2.767,fixed_sl10_tp25_h40,600726,15.132,华电能源,火力发电
2026-01-20,2026-01-21,2026-03-23,80.901,72.8109,38,止损,-10.0,-10.15,8.804,-11.794,fixed_sl10_tp25_h40,002226,16.899,江南化工,民爆制品
2026-01-22,2026-01-23,2026-02-26,42.8593,53.5741,19,止盈,25.0,24.85,25.522,-6.421,fixed_sl10_tp25_h40,002348,13.572,高乐股份,娱乐用品
2026-01-23,2026-01-26,2026-03-30,27.6161,28.1395,40,到期,1.895,1.745,6.8,-2.118,fixed_sl10_tp25_h40,600548,18.965,深高速,高速公路
2026-01-27,2026-01-28,2026-03-20,21.4701,19.3231,32,止损,-10.0,-10.15,5.49,-11.373,fixed_sl10_tp25_h40,002307,20.485,北新路桥,基建市政工程
2026-01-27,2026-01-28,2026-02-02,64.5495,58.0945,4,止损,-10.0,-10.15,3.557,-10.268,fixed_sl10_tp25_h40,002125,14.805,湘潭电化,电池化学品
2026-01-28,2026-01-29,2026-04-02,53.683,50.1042,40,到期,-6.667,-6.817,7.273,-9.394,fixed_sl10_tp25_h40,002157,15.976,正邦科技,生猪养殖
2026-01-29,2026-01-30,2026-04-03,44.8511,42.6268,40,到期,-4.959,-5.109,2.114,-5.285,fixed_sl10_tp25_h40,600377,17.973,宁沪高速,高速公路
2026-01-29,2026-01-30,2026-04-03,39.8699,38.7786,40,到期,-2.737,-2.887,4.562,-8.577,fixed_sl10_tp25_h40,002563,22.995,森马服饰,非运动服装
2026-01-30,2026-02-02,2026-03-19,98.2777,88.4499,28,止损,-10.0,-10.15,0.192,-10.365,fixed_sl10_tp25_h40,002481,19.345,双塔食品,其他农产品加工
2026-02-10,2026-02-11,2026-04-16,34.0431,32.7987,40,到期,-3.655,-3.805,1.828,-9.661,fixed_sl10_tp25_h40,600033,25.414,福建高速,高速公路
2026-02-11,2026-02-12,2026-03-02,4.5946,4.1351,7,止损,-10.0,-10.15,0.446,-10.045,fixed_sl10_tp25_h40,600936,13.526,北投科技,IT服务Ⅲ
2026-02-11,2026-02-12,2026-03-27,377.8784,340.0906,26,止损,-10.0,-10.15,0.0,-10.733,fixed_sl10_tp25_h40,600085,16.653,同仁堂,中药Ⅲ
2026-02-11,2026-02-12,2026-03-02,284.8797,256.3918,7,止损,-10.0,-10.15,5.867,-12.067,fixed_sl10_tp25_h40,000700,11.758,模塑科技,车身附件及饰件
2026-02-11,2026-02-12,2026-03-23,57.1048,51.3943,22,止损,-10.0,-10.15,11.866,-10.529,fixed_sl10_tp25_h40,000555,16.064,神州信息,IT服务Ⅲ
2026-02-13,2026-02-24,2026-03-24,90.7354,81.6619,21,止损,-10.0,-10.15,6.861,-11.092,fixed_sl10_tp25_h40,002229,15.043,鸿博股份,IT服务Ⅲ
2026-02-24,2026-02-25,2026-03-23,54.9454,49.4508,19,止损,-10.0,-10.15,2.373,-14.915,fixed_sl10_tp25_h40,002421,11.411,达实智能,IT服务Ⅲ
2026-02-25,2026-02-26,2026-03-19,50.0607,45.0546,16,止损,-10.0,-10.15,0.395,-10.168,fixed_sl10_tp25_h40,002668,12.389,TCL智家,冰洗
2026-02-25,2026-02-26,2026-03-18,248.4656,223.619,15,止损,-10.0,-10.15,4.345,-10.103,fixed_sl10_tp25_h40,600764,19.193,中国海防,航海装备Ⅲ
2026-02-25,2026-02-26,2026-03-20,14.6261,13.1635,17,止损,-10.0,-10.15,1.046,-11.367,fixed_sl10_tp25_h40,601696,14.942,中银证券,证券Ⅲ
2026-02-26,2026-02-27,2026-03-23,3.525,3.1725,17,止损,-10.0,-10.15,1.84,-13.497,fixed_sl10_tp25_h40,600939,23.706,重庆建工,房屋建设Ⅲ
2026-02-26,2026-02-27,2026-03-18,130.7071,117.6364,14,止损,-10.0,-10.15,3.155,-11.551,fixed_sl10_tp25_h40,002104,23.41,恒宝股份,通信终端及配件
2026-02-26,2026-02-27,2026-03-20,20.0013,18.0012,16,止损,-10.0,-10.15,1.205,-11.446,fixed_sl10_tp25_h40,002146,15.959,荣盛发展,住宅开发
2026-02-26,2026-02-27,2026-04-24,250.1923,272.5259,40,到期,8.927,8.777,18.644,-7.91,fixed_sl10_tp25_h40,000049,14.86,德赛电池,锂电池
2026-02-27,2026-03-02,2026-03-09,63.8952,57.5057,6,止损,-10.0,-10.15,4.732,-10.181,fixed_sl10_tp25_h40,603650,12.069,彤程新材,橡胶助剂
2026-02-27,2026-03-02,2026-03-09,57.9555,52.16,6,止损,-10.0,-10.15,0.366,-10.256,fixed_sl10_tp25_h40,600376,23.455,首开股份,住宅开发
2026-02-27,2026-03-02,2026-03-23,20.9391,18.8452,16,止损,-10.0,-10.15,2.111,-12.929,fixed_sl10_tp25_h40,600103,19.553,青山纸业,特种纸
2026-02-27,2026-03-02,2026-03-20,171.5715,154.4144,15,止损,-10.0,-10.15,5.77,-11.49,fixed_sl10_tp25_h40,002268,20.998,电科网安,其他计算机设备
2026-03-02,2026-03-03,2026-03-09,25.4196,22.8776,5,止损,-10.0,-10.15,0.0,-10.059,fixed_sl10_tp25_h40,002265,16.241,建设工业,底盘与发动机系统
2026-03-02,2026-03-03,2026-03-09,66.9638,60.2674,5,止损,-10.0,-10.15,1.409,-10.23,fixed_sl10_tp25_h40,603931,22.736,格林达,电子化学品Ⅲ
