signal_date,entry_date,exit_date,entry,exit,hold_days,exit_reason,raw_ret%,net_ret%,mfe%,mae%,armed,code,soft,hard,name,industry
2025-07-11,2025-07-14,2025-07-14,30.0449,29.1436,1,止损,-3.0,-3.15,0.258,-4.499,False,603800,0.79,1.0,洪田股份,能源及重型设备
2025-07-11,2025-07-14,2025-07-23,150.5778,148.5682,8,到期,-1.335,-1.485,2.452,-2.142,False,002487,0.799,1.0,大金重工,风电零部件
2025-07-14,2025-07-15,2025-07-24,103.3322,108.2922,8,到期,4.8,4.65,8.571,-0.457,False,600105,0.721,1.0,永鼎股份,通信线缆及配套
2025-07-14,2025-07-15,2025-07-24,75.6619,75.2132,8,到期,-0.593,-0.743,3.003,-1.875,False,603267,0.72,0.87,鸿远电子,军工电子Ⅲ
2025-07-14,2025-07-15,2025-07-22,66.7756,64.7724,6,止损,-3.0,-3.15,1.792,-3.754,False,002609,0.801,1.0,捷顺科技,IT服务Ⅲ
2025-07-15,2025-07-16,2025-07-21,18.9595,21.8034,4,止盈,15.0,14.85,17.336,-0.979,False,000993,0.884,1.0,闽东电力,水力发电
2025-07-15,2025-07-16,2025-07-25,407.0597,423.004,8,到期,3.917,3.767,8.542,-0.472,False,600521,0.774,1.0,华海药业,化学制剂
2025-07-15,2025-07-16,2025-07-25,38.5829,42.4137,8,到期,9.929,9.779,13.106,-2.78,False,600343,0.801,1.0,航天动力,其他通用设备
2025-07-15,2025-07-16,2025-07-25,7.4035,7.3705,8,到期,-0.446,-0.596,5.201,-0.892,False,601956,0.799,1.0,东贝集团,家电零部件Ⅲ
2025-07-16,2025-07-17,2025-07-28,301.9932,317.8875,8,到期,5.263,5.113,12.507,-0.34,False,000426,0.794,0.87,兴业银锡,白银
2025-07-17,2025-07-18,2025-07-25,190.3861,184.6745,6,止损,-3.0,-3.15,3.774,-3.019,False,600880,0.775,0.87,博瑞传播,教育运营及其他
2025-07-17,2025-07-18,2025-07-29,28.2295,29.9224,8,到期,5.997,5.847,12.763,0.0,False,601020,0.775,0.87,华钰矿业,铅锌
2025-07-18,2025-07-21,2025-07-30,61.6677,61.9245,8,到期,0.416,0.266,4.581,-0.803,False,002947,0.797,1.0,恒铭达,消费电子零部件及组装
2025-07-22,2025-07-23,2025-07-29,192.2031,221.0335,5,止盈,15.0,14.85,17.44,-1.369,False,002317,0.724,0.87,众生药业,中药Ⅲ
2025-07-22,2025-07-23,2025-08-01,410.3374,459.3033,8,到期,11.933,11.783,13.216,-0.209,False,603444,0.775,0.87,吉比特,游戏Ⅲ
2025-07-23,2025-07-24,2025-08-04,18.7203,18.825,8,到期,0.559,0.409,7.937,-2.851,False,601177,0.793,0.87,杭齿前进,金属制品
2025-07-23,2025-07-24,2025-08-04,44.7159,47.7622,8,到期,6.812,6.662,9.875,-0.5,False,002527,0.801,0.87,新时达,楼宇设备
2025-07-23,2025-07-24,2025-07-30,48.8427,56.1691,5,止盈,15.0,14.85,16.062,-0.283,False,002965,0.781,0.87,祥鑫科技,其他汽车零部件
2025-07-24,2025-07-25,2025-07-30,27.0604,26.2486,4,止损,-3.0,-3.15,1.573,-4.079,False,603166,0.91,1.0,福达股份,底盘与发动机系统
2025-07-28,2025-07-29,2025-07-30,55.7797,54.1063,2,止损,-3.0,-3.15,1.654,-3.195,False,001301,0.801,0.87,尚太科技,电池化学品
2025-07-29,2025-07-30,2025-08-08,68.4374,68.0237,8,到期,-0.604,-0.754,4.491,-2.979,False,000158,0.801,0.87,常山北明,IT服务Ⅲ
2025-07-29,2025-07-30,2025-08-08,9.8264,9.7896,8,到期,-0.374,-0.524,1.495,-2.804,False,000059,0.807,1.0,华锦股份,炼油化工
2025-07-29,2025-07-30,2025-08-08,15.455,17.7733,8,止盈,15.0,14.85,15.351,-2.924,False,000533,0.781,0.87,顺钠股份,输变电设备
2025-07-30,2025-07-31,2025-08-11,33.1306,35.9452,8,到期,8.495,8.345,9.598,-2.918,False,600523,0.8,1.0,贵航股份,其他汽车零部件
2025-07-30,2025-07-31,2025-07-31,27.517,26.6915,1,止损,-3.0,-3.15,0.0,-3.365,False,600425,0.781,0.87,青松建化,水泥制造
2025-07-30,2025-07-31,2025-08-11,88.0319,101.2367,8,止盈,15.0,14.85,18.839,-2.975,False,600246,0.801,1.0,万通发展,住宅开发
2025-07-30,2025-07-31,2025-08-05,173.7533,199.8163,4,止盈,15.0,14.85,20.408,-2.334,False,002779,0.799,0.87,中坚科技,其他专用设备
2025-07-30,2025-07-31,2025-08-04,15.2382,14.7811,3,止损,-3.0,-3.15,0.658,-3.125,False,000822,0.794,1.0,山东海化,纯碱
2025-07-30,2025-07-31,2025-08-11,215.801,240.5957,8,到期,11.49,11.34,12.558,0.0,False,001309,0.801,1.0,德明利,数字芯片设计
2025-07-30,2025-07-31,2025-08-11,163.3543,173.8933,8,到期,6.452,6.302,9.908,-0.173,False,000887,0.781,0.87,中鼎股份,其他汽车零部件
2025-07-30,2025-07-31,2025-08-11,31.2541,34.9943,8,到期,11.967,11.817,13.205,-1.1,False,603336,0.781,0.87,宏辉果蔬,其他种植业
2025-07-31,2025-08-01,2025-08-12,34.2914,34.2914,8,到期,0.0,-0.15,1.935,-1.268,False,002727,0.781,1.0,一心堂,线下药店
2025-07-31,2025-08-01,2025-08-12,26.3606,26.8613,8,到期,1.899,1.749,9.449,-1.899,False,002134,0.784,1.0,天津普林,印制电路板
2025-07-31,2025-08-01,2025-08-12,110.8459,115.6584,8,到期,4.342,4.192,11.397,-0.571,False,002756,0.786,0.87,永兴材料,锂
2025-07-31,2025-08-01,2025-08-12,119.4847,127.3492,8,到期,6.582,6.432,8.327,-0.397,False,600188,0.797,1.0,兖矿能源,动力煤
2025-07-31,2025-08-01,2025-08-12,29.9584,30.3034,8,到期,1.152,1.002,1.99,-1.675,False,002761,0.781,0.87,浙江建投,房屋建设Ⅲ
2025-07-31,2025-08-01,2025-08-08,244.6207,281.3138,6,止盈,15.0,14.85,17.083,-2.747,False,603129,0.797,1.0,春风动力,摩托车
2025-07-31,2025-08-01,2025-08-04,117.8859,114.3493,2,止损,-3.0,-3.15,0.525,-3.684,False,603296,0.781,1.0,华勤技术,消费电子零部件及组装
2025-07-31,2025-08-01,2025-08-12,97.463,99.7029,8,到期,2.298,2.148,6.512,-1.477,False,603678,0.781,1.0,火炬电子,军工电子Ⅲ
2025-07-31,2025-08-01,2025-08-07,24.5477,23.8112,5,止损,-3.0,-3.15,1.459,-3.079,False,601636,0.81,1.0,旗滨集团,玻璃制造
2025-07-31,2025-08-01,2025-08-08,112.2011,108.8351,6,止损,-3.0,-3.15,0.333,-4.475,False,603383,0.79,1.0,顶点软件,垂直应用软件
2025-07-31,2025-08-01,2025-08-01,54.0765,52.4542,1,止损,-3.0,-3.15,0.893,-3.368,False,002624,0.79,1.0,完美世界,游戏Ⅲ
2025-08-01,2025-08-04,2025-08-08,66.7479,76.76,5,止盈,15.0,14.85,16.286,-0.905,False,002664,0.799,1.0,信质集团,汽车电子电气系统
2025-08-01,2025-08-04,2025-08-13,241.034,277.1891,8,止盈,15.0,14.85,18.932,-0.443,False,002335,0.796,1.0,科华数据,其他电源设备Ⅲ
2025-08-01,2025-08-04,2025-08-13,45.2505,47.1048,8,到期,4.098,3.948,6.797,-0.05,False,605088,0.775,1.0,冠盛股份,底盘与发动机系统
2025-08-04,2025-08-05,2025-08-08,94.1619,91.3371,4,止损,-3.0,-3.15,0.0,-3.207,False,603688,0.8,1.0,石英股份,非金属材料Ⅲ
2025-08-04,2025-08-05,2025-08-14,3.7844,3.8254,8,到期,1.084,0.934,6.504,0.0,False,600936,0.797,0.87,北投科技,IT服务Ⅲ
2025-08-05,2025-08-06,2025-08-07,86.3215,83.7319,2,止损,-3.0,-3.15,1.418,-5.146,False,002913,0.81,1.0,奥士康,印制电路板
2025-08-06,2025-08-07,2025-08-18,55.9519,57.0466,8,到期,1.957,1.807,1.957,-1.848,False,600551,0.775,1.0,时代出版,大众出版
2025-08-06,2025-08-07,2025-08-18,5.6512,6.4989,8,止盈,15.0,14.85,20.08,-1.606,False,601162,0.775,0.87,天风证券,证券Ⅲ
2025-08-06,2025-08-07,2025-08-18,103.3577,109.9375,8,到期,6.366,6.216,8.355,-2.255,False,600682,0.781,1.0,南京新百,综合Ⅲ
2025-08-07,2025-08-08,2025-08-19,25.7296,25.6752,8,到期,-0.211,-0.361,10.148,-2.96,False,600212,0.816,1.0,绿能慧充,其他电源设备Ⅲ
2025-08-07,2025-08-08,2025-08-19,74.9125,77.7682,8,到期,3.812,3.662,6.906,-1.713,False,603456,0.781,1.0,九洲药业,医疗研发外包
2025-08-07,2025-08-08,2025-08-18,13.3412,12.9409,7,止损,-3.0,-3.15,8.794,-3.735,False,001267,0.79,0.87,汇绿生态,通信网络设备及器件
2025-08-07,2025-08-08,2025-08-14,43.3469,42.0465,5,止损,-3.0,-3.15,1.179,-3.507,False,605133,0.784,1.0,嵘泰股份,底盘与发动机系统
2025-08-08,2025-08-11,2025-08-20,115.2149,123.8742,8,到期,7.516,7.366,9.177,-0.923,False,603583,0.801,0.87,捷昌驱动,工控设备
2025-08-08,2025-08-11,2025-08-19,165.3897,190.1981,7,止盈,15.0,14.85,16.692,-0.925,False,600835,0.784,1.0,上海机电,楼宇设备
2025-08-08,2025-08-11,2025-08-14,50.424,48.9112,4,止损,-3.0,-3.15,1.971,-7.07,False,600416,0.801,1.0,湘电股份,电机Ⅲ
2025-08-08,2025-08-11,2025-08-20,165.1763,173.1846,8,到期,4.848,4.698,7.145,-1.205,False,002847,0.906,1.0,盐津铺子,零食
2025-08-08,2025-08-11,2025-08-15,218.9313,212.3634,5,止损,-3.0,-3.15,1.649,-3.467,False,600562,0.906,1.0,国睿科技,军工电子Ⅲ
2025-08-08,2025-08-11,2025-08-20,47.5971,47.6809,8,到期,0.176,0.026,2.465,-2.817,False,002697,0.775,1.0,红旗连锁,超市
2025-08-11,2025-08-12,2025-08-20,19.8183,19.2237,7,止损,-3.0,-3.15,1.03,-3.09,False,601069,0.775,0.87,西部黄金,黄金
2025-08-12,2025-08-13,2025-08-20,69.7951,80.2644,6,止盈,15.0,14.85,15.365,-2.007,False,605488,0.791,1.0,福莱新材,膜材料
2025-08-12,2025-08-13,2025-08-15,57.3659,65.9708,3,止盈,15.0,14.85,15.774,-1.375,False,002965,0.724,1.0,祥鑫科技,其他汽车零部件
2025-08-12,2025-08-13,2025-08-22,90.1904,90.5539,8,到期,0.403,0.253,3.628,-2.326,False,603666,0.781,0.87,亿嘉和,机器人
2025-08-12,2025-08-13,2025-08-15,164.1263,159.2025,3,止损,-3.0,-3.15,0.657,-3.285,False,600644,0.781,0.87,乐山电力,电能综合服务
2025-08-12,2025-08-13,2025-08-20,27.6491,26.8196,6,止损,-3.0,-3.15,0.875,-3.098,False,002462,0.801,1.0,嘉事堂,医药流通
2025-08-12,2025-08-13,2025-08-22,31.7593,31.7378,8,到期,-0.068,-0.218,6.237,-2.644,False,600178,0.801,1.0,东安动力,底盘与发动机系统
2025-08-12,2025-08-13,2025-08-14,298.7265,289.7647,2,止损,-3.0,-3.15,1.001,-3.147,False,600764,0.808,1.0,中国海防,航海装备Ⅲ
2025-08-13,2025-08-14,2025-08-14,115.2346,111.7776,1,止损,-3.0,-3.15,0.653,-3.185,False,002192,0.797,0.87,融捷股份,锂
2025-08-14,2025-08-15,2025-08-26,22.315,23.0329,8,到期,3.217,3.067,11.162,0.0,False,002403,0.891,1.0,爱仕达,厨房小家电
2025-08-14,2025-08-15,2025-08-26,72.6202,73.631,8,到期,1.392,1.242,6.51,-2.998,False,002979,0.721,1.0,雷赛智能,机器人
2025-08-14,2025-08-15,2025-08-26,30.2194,30.0365,8,到期,-0.605,-0.755,2.572,-2.118,False,600812,0.774,1.0,华北制药,化学制剂
2025-08-14,2025-08-15,2025-08-22,111.0539,127.712,6,止盈,15.0,14.85,15.831,-0.876,False,603009,0.801,1.0,北特科技,底盘与发动机系统
2025-08-14,2025-08-15,2025-08-26,64.4233,70.0572,8,到期,8.745,8.595,10.114,-0.684,False,603636,0.801,1.0,南威软件,IT服务Ⅲ
2025-08-14,2025-08-15,2025-08-18,33.2582,38.2469,2,止盈,15.0,14.85,15.446,-0.458,False,002922,0.8,1.0,伊戈尔,其他电子Ⅲ
2025-08-15,2025-08-18,2025-08-18,30.4403,29.5271,1,止损,-3.0,-3.15,0.0,-5.135,False,002785,0.81,1.0,万里石,其他建材Ⅲ
2025-08-18,2025-08-19,2025-08-26,127.7334,146.8934,6,止盈,15.0,14.85,16.254,-1.767,False,002558,0.794,1.0,巨人网络,游戏Ⅲ
2025-08-18,2025-08-19,2025-08-28,396.11,422.0435,8,到期,6.547,6.397,14.646,-1.649,False,600521,0.891,1.0,华海药业,化学制剂
2025-08-18,2025-08-19,2025-08-20,38.2618,37.1139,2,止损,-3.0,-3.15,0.28,-3.989,False,002971,0.81,1.0,和远气体,其他化学制品
2025-08-18,2025-08-19,2025-08-20,43.6713,42.3611,2,止损,-3.0,-3.15,0.733,-4.762,False,600595,0.816,1.0,中孚实业,铝
2025-08-18,2025-08-19,2025-08-28,69.2853,70.2354,8,到期,1.371,1.221,8.815,-1.763,False,605016,0.796,1.0,百龙创园,食品及饲料添加剂
2025-08-18,2025-08-19,2025-08-20,87.8399,85.2047,2,止损,-3.0,-3.15,1.471,-4.051,False,002913,0.808,1.0,奥士康,印制电路板
2025-08-18,2025-08-19,2025-08-27,93.7559,90.9432,7,止损,-3.0,-3.15,2.989,-7.332,False,002675,0.801,1.0,东诚药业,化学制剂
2025-08-18,2025-08-19,2025-08-22,19.9385,19.3403,4,止损,-3.0,-3.15,1.664,-3.48,False,002075,0.884,1.0,沙钢股份,特钢Ⅲ
2025-08-19,2025-08-20,2025-08-28,178.831,173.466,7,止损,-3.0,-3.15,5.878,-4.106,False,002414,0.808,1.0,高德红外,军工电子Ⅲ
2025-08-19,2025-08-20,2025-08-20,15.009,14.5588,1,止损,-3.0,-3.15,0.33,-3.3,False,000926,0.891,1.0,福星股份,住宅开发
2025-08-19,2025-08-20,2025-08-20,154.585,149.9474,1,止损,-3.0,-3.15,2.383,-3.234,False,600452,0.794,1.0,涪陵电力,电能综合服务
2025-08-19,2025-08-20,2025-08-29,59.0346,60.8298,8,到期,3.041,2.891,4.159,-1.398,False,600685,0.808,1.0,中船防务,航海装备Ⅲ
2025-08-19,2025-08-20,2025-08-27,77.8409,75.5057,6,止损,-3.0,-3.15,1.589,-4.929,False,605123,0.72,1.0,派克新材,航空装备Ⅲ
2025-08-19,2025-08-20,2025-08-20,37.5998,36.4718,1,止损,-3.0,-3.15,0.11,-4.446,False,603063,0.906,1.0,禾望电气,风电零部件
2025-08-19,2025-08-20,2025-08-27,31.5763,30.629,6,止损,-3.0,-3.15,5.93,-4.043,False,002332,0.801,1.0,仙琚制药,原料药
2025-08-20,2025-08-21,2025-09-01,50.839,49.3138,8,止损,-3.0,-3.15,8.537,-4.213,False,600037,0.8,1.0,歌华有线,电视广播Ⅲ
2025-08-20,2025-08-21,2025-08-26,79.5611,77.1743,4,止损,-3.0,-3.15,4.181,-3.719,False,605305,0.801,1.0,中际联合,工程机械整机
2025-08-20,2025-08-21,2025-09-01,160.31,175.6418,8,到期,9.564,9.414,11.14,-0.578,False,002626,0.891,0.87,金达威,保健品
2025-08-20,2025-08-21,2025-08-26,27.8542,32.0323,4,止盈,15.0,14.85,16.166,-1.559,False,605580,0.792,1.0,恒盛能源,热力服务
2025-08-21,2025-08-22,2025-08-27,69.7939,67.7001,4,止损,-3.0,-3.15,2.066,-3.774,False,600773,0.91,1.0,西藏城投,住宅开发
2025-08-21,2025-08-22,2025-08-27,56.4558,54.7621,4,止损,-3.0,-3.15,1.979,-3.037,False,002886,0.801,1.0,沃特股份,改性塑料
2025-08-21,2025-08-22,2025-09-02,33.5464,32.54,8,止损,-3.0,-3.15,6.559,-3.324,False,603328,0.801,0.87,依顿电子,印制电路板
2025-08-21,2025-08-22,2025-08-25,46.6776,45.2773,2,止损,-3.0,-3.15,0.716,-3.272,False,603969,0.816,0.87,银龙股份,金属制品
2025-08-21,2025-08-22,2025-08-26,98.7484,95.786,3,止损,-3.0,-3.15,0.753,-3.297,False,603611,0.818,1.0,诺力股份,工程机械整机
2025-08-21,2025-08-22,2025-08-26,36.7599,35.6571,3,止损,-3.0,-3.15,1.282,-5.192,False,002534,0.721,0.87,西子洁能,火电设备
2025-08-21,2025-08-22,2025-08-27,34.6691,33.6291,4,止损,-3.0,-3.15,0.609,-3.742,False,000045,0.801,0.87,深纺织Ａ,面板
2025-08-21,2025-08-22,2025-08-28,89.507,86.8217,5,止损,-3.0,-3.15,4.719,-4.591,False,605128,0.8,1.0,上海沿浦,车身附件及饰件
2025-08-21,2025-08-22,2025-08-27,29.4606,28.5768,4,止损,-3.0,-3.15,3.655,-6.192,False,605060,0.724,1.0,联德股份,其他通用设备
2025-08-21,2025-08-22,2025-08-28,29.9393,29.0412,5,止损,-3.0,-3.15,6.693,-5.087,False,002785,0.775,1.0,万里石,其他建材Ⅲ
2025-08-21,2025-08-22,2025-08-28,47.2032,45.7871,5,止损,-3.0,-3.15,7.105,-4.796,False,002527,0.774,1.0,新时达,楼宇设备
2025-08-21,2025-08-22,2025-08-28,77.4703,75.1462,5,止损,-3.0,-3.15,6.124,-3.846,False,603663,0.781,1.0,三祥新材,无机盐
2025-08-22,2025-08-25,2025-09-02,49.7501,57.2126,7,止盈,15.0,14.85,16.854,-1.966,False,002637,0.781,0.87,赞宇科技,其他化学制品
2025-08-22,2025-08-25,2025-09-03,134.2225,135.8875,8,到期,1.24,1.09,11.26,-2.195,False,600596,0.794,1.0,新安股份,农药
2025-08-22,2025-08-25,2025-08-27,221.9109,215.2536,3,止损,-3.0,-3.15,0.41,-5.246,False,000065,0.775,1.0,北方国际,国际工程
2025-08-22,2025-08-25,2025-08-27,32.0606,31.0988,3,止损,-3.0,-3.15,0.891,-3.663,False,002040,0.791,0.87,南 京 港,港口
2025-08-22,2025-08-25,2025-08-28,15.1819,17.4592,4,止盈,15.0,14.85,20.181,-1.629,False,601086,0.801,1.0,国芳集团,百货
2025-08-22,2025-08-25,2025-08-25,144.8155,140.471,1,止损,-3.0,-3.15,0.0,-6.571,False,603360,0.801,1.0,百傲化学,农药
2025-08-25,2025-08-26,2025-08-27,60.8098,58.9855,2,止损,-3.0,-3.15,1.125,-3.665,False,605259,0.791,1.0,绿田机械,其他专用设备
2025-08-26,2025-08-27,2025-08-28,27.4673,26.6432,2,止损,-3.0,-3.15,0.816,-4.895,False,002267,0.81,1.0,陕天然气,燃气Ⅲ
2025-08-26,2025-08-27,2025-08-27,584.4002,566.8682,1,止损,-3.0,-3.15,0.789,-3.908,False,600645,0.797,0.87,中源协和,其他生物制品
2025-08-26,2025-08-27,2025-08-28,168.5378,163.4817,2,止损,-3.0,-3.15,2.916,-7.094,False,002801,0.791,0.87,微光股份,电机Ⅲ
2025-08-26,2025-08-27,2025-08-27,82.9537,80.4651,1,止损,-3.0,-3.15,1.046,-3.812,False,002011,0.801,0.87,盾安环境,家电零部件Ⅲ
2025-08-26,2025-08-27,2025-08-27,65.6687,63.6987,1,止损,-3.0,-3.15,0.317,-3.492,False,600481,0.801,1.0,双良节能,硅料硅片
2025-08-26,2025-08-27,2025-08-28,124.1931,120.4673,2,止损,-3.0,-3.15,2.731,-4.301,False,603383,0.801,0.87,顶点软件,垂直应用软件
2025-08-26,2025-08-27,2025-08-28,60.7062,58.885,2,止损,-3.0,-3.15,4.433,-3.943,False,603920,0.721,1.0,世运电路,印制电路板
2025-08-26,2025-08-27,2025-08-28,55.5358,53.8697,2,止损,-3.0,-3.15,1.91,-3.719,False,002171,0.801,0.87,楚江新材,铜
2025-08-27,2025-08-28,2025-09-02,31.4595,30.5157,4,止损,-3.0,-3.15,3.255,-5.79,False,605058,0.8,1.0,澳弘电子,印制电路板
2025-08-27,2025-08-28,2025-09-08,15.0751,15.1911,8,到期,0.769,0.619,9.615,-1.923,False,000727,0.8,1.0,冠捷科技,面板
2025-08-27,2025-08-28,2025-09-04,18.1549,17.6102,6,止损,-3.0,-3.15,4.63,-4.456,False,601702,0.797,0.87,华峰铝业,铝
2025-08-27,2025-08-28,2025-09-08,21.5382,22.2209,8,到期,3.17,3.02,3.321,-2.34,False,601677,0.791,1.0,明泰铝业,铝
2025-08-27,2025-08-28,2025-09-02,16.6548,16.1552,4,止损,-3.0,-3.15,4.031,-4.031,False,600198,0.8,1.0,大唐电信,通信终端及配件
2025-08-27,2025-08-28,2025-09-02,50.8006,49.2766,4,止损,-3.0,-3.15,5.76,-5.571,False,002383,0.79,1.0,合众思壮,军工电子Ⅲ
2025-08-27,2025-08-28,2025-09-04,130.2582,126.3504,6,止损,-3.0,-3.15,12.425,-5.681,False,002222,0.91,1.0,福晶科技,光学元件
2025-08-27,2025-08-28,2025-08-28,40.8487,39.6232,1,止损,-3.0,-3.15,3.008,-3.171,False,603535,0.801,1.0,嘉诚国际,跨境物流
2025-08-27,2025-08-28,2025-08-28,67.3627,65.3418,1,止损,-3.0,-3.15,1.29,-5.021,False,002956,0.786,1.0,西麦食品,烘焙食品
2025-08-27,2025-08-28,2025-09-04,293.4924,337.5163,6,止盈,15.0,14.85,16.469,-2.028,False,002709,0.8,1.0,天赐材料,电池化学品
2025-08-27,2025-08-28,2025-08-28,46.8397,45.4345,1,止损,-3.0,-3.15,1.412,-3.001,False,002373,0.8,1.0,千方科技,IT服务Ⅲ
2025-08-27,2025-08-28,2025-08-28,36.2528,35.1652,1,止损,-3.0,-3.15,1.22,-4.065,False,002285,0.884,1.0,世联行,房产租赁经纪
2025-08-27,2025-08-28,2025-09-04,33.7617,32.7489,6,止损,-3.0,-3.15,10.921,-5.81,False,605589,0.781,1.0,圣泉集团,合成树脂
2025-08-27,2025-08-28,2025-09-02,67.0193,65.0087,4,止损,-3.0,-3.15,4.866,-3.266,False,002985,0.79,1.0,北摩高科,航空装备Ⅲ
2025-08-27,2025-08-28,2025-08-28,46.8096,45.4053,1,止损,-3.0,-3.15,0.733,-5.408,False,603901,0.902,1.0,永创智能,印刷包装机械
2025-08-27,2025-08-28,2025-09-02,81.8305,79.3755,4,止损,-3.0,-3.15,4.83,-5.33,False,002992,0.79,1.0,宝明科技,LED
2025-08-27,2025-08-28,2025-08-28,36.7579,35.6551,1,止损,-3.0,-3.15,0.0,-5.986,False,002882,0.79,1.0,金龙羽,线缆部件及其他
2025-08-27,2025-08-28,2025-08-28,7.6345,7.4055,1,止损,-3.0,-3.15,1.009,-5.043,False,601956,0.796,1.0,东贝集团,家电零部件Ⅲ
2025-08-27,2025-08-28,2025-08-28,18.4825,17.928,1,止损,-3.0,-3.15,0.971,-3.657,False,002957,0.8,1.0,科瑞技术,工控设备
2025-08-27,2025-08-28,2025-09-02,30.5362,29.6201,4,止损,-3.0,-3.15,2.712,-3.894,False,603305,0.89,1.0,旭升集团,底盘与发动机系统
2025-08-27,2025-08-28,2025-09-02,86.3091,83.7199,4,止损,-3.0,-3.15,5.273,-3.688,False,603416,0.8,1.0,信捷电气,机器人
2025-08-27,2025-08-28,2025-09-02,83.8996,81.3826,4,止损,-3.0,-3.15,5.812,-4.169,False,603728,0.8,1.0,鸣志电器,电机Ⅲ
2025-08-27,2025-08-28,2025-08-28,81.3285,78.8886,1,止损,-3.0,-3.15,1.264,-3.793,False,600711,0.89,1.0,盛屯矿业,铜
2025-08-27,2025-08-28,2025-08-28,154.678,150.0376,1,止损,-3.0,-3.15,0.434,-3.711,False,600771,0.791,1.0,广誉远,中药Ⅲ
2025-08-27,2025-08-28,2025-09-02,116.7611,113.2583,4,止损,-3.0,-3.15,2.5,-4.687,False,002334,0.796,1.0,英威腾,工控设备
2025-08-27,2025-08-28,2025-08-28,139.9175,135.72,1,止损,-3.0,-3.15,0.805,-3.448,False,600201,0.891,1.0,生物股份,动物保健Ⅲ
2025-08-28,2025-08-29,2025-09-04,213.3216,206.922,5,止损,-3.0,-3.15,6.287,-3.17,False,002850,0.794,1.0,科达利,锂电池
2025-08-28,2025-08-29,2025-09-09,40.6229,44.0602,8,到期,8.462,8.312,14.689,-1.758,False,603308,0.908,1.0,应流股份,金属制品
2025-08-28,2025-08-29,2025-09-02,55.8514,54.1758,3,止损,-3.0,-3.15,5.789,-7.018,False,002044,0.91,1.0,美年健康,医院
2025-08-28,2025-08-29,2025-09-01,50.5175,58.0952,2,止盈,15.0,14.85,18.722,0.0,False,605133,0.91,0.87,嵘泰股份,底盘与发动机系统
2025-08-28,2025-08-29,2025-08-29,8.5881,8.3305,1,止损,-3.0,-3.15,8.344,-3.487,False,605138,0.781,1.0,盛泰集团,非运动服装
2025-08-28,2025-08-29,2025-08-29,239.8705,232.6744,1,止损,-3.0,-3.15,0.0,-3.248,False,603039,0.81,1.0,泛微网络,横向通用软件
2025-08-28,2025-08-29,2025-09-03,29.5413,28.655,4,止损,-3.0,-3.15,1.843,-4.147,False,000420,0.79,1.0,吉林化纤,粘胶
2025-08-29,2025-09-01,2025-09-02,35.1001,40.3651,2,止盈,15.0,14.85,15.898,0.0,False,603630,0.816,1.0,拉芳家化,品牌化妆品
2025-08-29,2025-09-01,2025-09-03,28.4953,27.6405,3,止损,-3.0,-3.15,0.924,-3.697,False,000514,0.81,1.0,渝 开 发,住宅开发
2025-08-29,2025-09-01,2025-09-01,20.7433,20.121,1,止损,-3.0,-3.15,0.0,-6.456,False,603758,0.816,1.0,秦安股份,底盘与发动机系统
2025-08-29,2025-09-01,2025-09-04,61.272,59.4338,4,止损,-3.0,-3.15,4.017,-7.341,False,600106,0.808,1.0,重庆路桥,高速公路
2025-08-29,2025-09-01,2025-09-02,209.5019,203.2168,2,止损,-3.0,-3.15,1.438,-5.586,False,000066,0.799,1.0,中国长城,其他计算机设备
2025-09-01,2025-09-02,2025-09-02,44.5571,43.2204,1,止损,-3.0,-3.15,0.567,-7.092,False,000823,0.816,1.0,超声电子,印制电路板
2025-09-01,2025-09-02,2025-09-03,49.4821,47.9976,2,止损,-3.0,-3.15,0.265,-3.175,False,000521,0.797,0.87,长虹美菱,冰洗
2025-09-01,2025-09-02,2025-09-02,123.6151,119.9067,1,止损,-3.0,-3.15,8.418,-4.974,False,603009,0.795,1.0,北特科技,底盘与发动机系统
2025-09-01,2025-09-02,2025-09-02,52.0647,50.5028,1,止损,-3.0,-3.15,0.274,-6.164,False,000815,0.807,1.0,美利云,IT服务Ⅲ
2025-09-01,2025-09-02,2025-09-02,118.9947,115.4249,1,止损,-3.0,-3.15,7.584,-4.094,False,603809,0.808,1.0,豪能股份,底盘与发动机系统
2025-09-01,2025-09-02,2025-09-02,279.2486,270.8711,1,止损,-3.0,-3.15,0.065,-5.27,False,000970,0.721,1.0,中科三环,磁性材料
2025-09-02,2025-09-03,2025-09-03,34.789,33.7453,1,止损,-3.0,-3.15,0.752,-3.472,False,603598,0.781,1.0,引力传媒,营销代理
2025-09-02,2025-09-03,2025-09-04,61.2037,59.3675,2,止损,-3.0,-3.15,1.178,-4.058,False,000917,0.781,1.0,电广传媒,电视广播Ⅲ
2025-09-02,2025-09-03,2025-09-03,43.6351,42.3261,1,止损,-3.0,-3.15,0.885,-3.186,False,002106,0.8,1.0,莱宝高科,面板
2025-09-02,2025-09-03,2025-09-03,161.3933,156.5515,1,止损,-3.0,-3.15,0.104,-4.001,False,002368,0.8,1.0,太极股份,IT服务Ⅲ
2025-09-02,2025-09-03,2025-09-04,55.6573,53.9876,2,止损,-3.0,-3.15,0.779,-4.05,False,000683,0.721,1.0,博源化工,纯碱
2025-09-02,2025-09-03,2025-09-03,27.8108,26.9765,1,止损,-3.0,-3.15,0.126,-4.03,False,000925,0.79,1.0,众合科技,轨交设备Ⅲ
